net,length_um
_06622_,2.52µm
_06698_,2.52µm
_06986_,2.52µm
_07018_,2.52µm
_07037_,2.52µm
_07129_,2.52µm
_07165_,2.52µm
_07319_,2.52µm
_07352_,2.52µm
_07370_,2.52µm
_07376_,2.52µm
_07447_,2.52µm
_07477_,2.52µm
_07505_,2.52µm
_07547_,2.52µm
_07845_,2.52µm
_07863_,2.52µm
_07921_,2.52µm
_07937_,2.52µm
_08076_,2.52µm
_08262_,2.52µm
_08456_,2.52µm
_08559_,2.52µm
_08580_,2.52µm
_08591_,2.52µm
_08594_,2.52µm
_08629_,2.52µm
_08749_,2.52µm
_08772_,2.52µm
_08784_,2.52µm
_08914_,2.52µm
_08915_,2.52µm
_08927_,2.52µm
_08937_,2.52µm
_09041_,2.52µm
_09194_,2.52µm
_09224_,2.52µm
_09245_,2.52µm
_09293_,2.52µm
_09442_,2.52µm
_09985_,2.52µm
_09992_,2.52µm
_10162_,2.52µm
_10345_,2.52µm
_10460_,2.52µm
_10550_,2.52µm
_11108_,2.52µm
_06374_,2.515µm
_06667_,2.51µm
_04289_,2.5µm
_04700_,2.5µm
_04764_,2.5µm
_05034_,2.5µm
_05160_,2.5µm
_05230_,2.5µm
_05549_,2.5µm
_05630_,2.5µm
_05669_,2.5µm
_05689_,2.5µm
_05807_,2.5µm
_05814_,2.5µm
_05926_,2.5µm
_05984_,2.5µm
_06136_,2.5µm
_06183_,2.5µm
_06202_,2.5µm
_06218_,2.5µm
_06345_,2.5µm
_06402_,2.5µm
_06479_,2.5µm
_06595_,2.5µm
_06633_,2.5µm
_06851_,2.5µm
_06941_,2.5µm
_06966_,2.5µm
_07045_,2.5µm
_07074_,2.5µm
_07122_,2.5µm
_07139_,2.5µm
_07466_,2.5µm
_07568_,2.5µm
_07591_,2.5µm
_07844_,2.5µm
_07872_,2.5µm
_08004_,2.5µm
_08024_,2.5µm
_08357_,2.5µm
_08400_,2.5µm
_08768_,2.5µm
_08840_,2.5µm
_08844_,2.5µm
_08895_,2.5µm
_08916_,2.5µm
_08948_,2.5µm
_09100_,2.5µm
_09199_,2.5µm
_09308_,2.5µm
_09367_,2.5µm
_09415_,2.5µm
_09458_,2.5µm
_09509_,2.5µm
_09758_,2.5µm
_10040_,2.5µm
_10045_,2.5µm
_10353_,2.5µm
_10520_,2.5µm
_10639_,2.5µm
_10917_,2.5µm
_10972_,2.5µm
_11080_,2.5µm
_11147_,2.5µm
_11230_,2.5µm
mstate\[72\]\[15\],2.5µm
net2870,2.5µm
net2951,2.5µm
net3071,2.5µm
net3279,2.5µm
net3673,2.5µm
net3782,2.5µm
net3840,2.5µm
net3966,2.5µm
net4127,2.5µm
net4150,2.5µm
net4199,2.5µm
net4244,2.5µm
net4308,2.5µm
net4426,2.5µm
net4471,2.5µm
net4551,2.5µm
net4631,2.5µm
net4763,2.5µm
net4766,2.5µm
net4772,2.5µm
net4803,2.5µm
net4868,2.5µm
net5361,2.5µm
net5392,2.5µm
net5502,2.5µm
net5916,2.5µm
net5921,2.5µm
net6021,2.5µm
_00914_,2.495µm
_01295_,2.495µm
_02032_,2.495µm
_02298_,2.495µm
_02502_,2.495µm
_00501_,2.485µm
_01231_,2.485µm
_01337_,2.485µm
_01634_,2.485µm
_02045_,2.485µm
_02453_,2.485µm
_03340_,2.485µm
_03357_,2.485µm
_03396_,2.485µm
_03866_,2.485µm
_07636_,2.48µm
_00775_,2.465µm
_01275_,2.465µm
_01673_,2.465µm
_01676_,2.465µm
_02924_,2.465µm
_03208_,2.465µm
_03244_,2.465µm
_03359_,2.465µm
_09769_,2.43µm
_00032_,2.425µm
_00299_,2.425µm
_00602_,2.425µm
_00847_,2.425µm
_00935_,2.425µm
_01082_,2.425µm
_01129_,2.425µm
_01135_,2.425µm
_01202_,2.425µm
_01298_,2.425µm
_01447_,2.425µm
_01750_,2.425µm
_01769_,2.425µm
_02523_,2.425µm
_02912_,2.425µm
_03954_,2.425µm
_03979_,2.425µm
_04049_,2.425µm
_00536_,2.42µm
_01361_,2.42µm
_01382_,2.42µm
_03351_,2.42µm
_08785_,2.42µm
_05345_,2.405µm
_05667_,2.4µm
_07102_,2.4µm
_07400_,2.4µm
_07405_,2.4µm
_07412_,2.4µm
_07530_,2.4µm
_08582_,2.4µm
_09221_,2.4µm
_10913_,2.4µm
net5344,2.39µm
net3859,2.38µm
_00002_,2.375µm
_00013_,2.375µm
_00171_,2.375µm
_00283_,2.375µm
_00300_,2.375µm
_00328_,2.375µm
_00526_,2.375µm
_00582_,2.375µm
_00647_,2.375µm
_00690_,2.375µm
_00794_,2.375µm
_00795_,2.375µm
_00806_,2.375µm
_00877_,2.375µm
_00923_,2.375µm
_01056_,2.375µm
_01127_,2.375µm
_01259_,2.375µm
_01311_,2.375µm
_01329_,2.375µm
_01367_,2.375µm
_01395_,2.375µm
_01644_,2.375µm
_01653_,2.375µm
_01655_,2.375µm
_01661_,2.375µm
_01670_,2.375µm
_01694_,2.375µm
_01744_,2.375µm
_01746_,2.375µm
_01944_,2.375µm
_01980_,2.375µm
_01999_,2.375µm
_02080_,2.375µm
_02102_,2.375µm
_02163_,2.375µm
_02504_,2.375µm
_02558_,2.375µm
_02612_,2.375µm
_02644_,2.375µm
_02866_,2.375µm
_02873_,2.375µm
_03019_,2.375µm
_03137_,2.375µm
_03153_,2.375µm
_03184_,2.375µm
_03247_,2.375µm
_03249_,2.375µm
_03251_,2.375µm
_03277_,2.375µm
_03324_,2.375µm
_03337_,2.375µm
_03486_,2.375µm
_03751_,2.375µm
_03763_,2.375µm
_03784_,2.375µm
_03824_,2.375µm
_03825_,2.375µm
_00730_,2.365µm
_00050_,2.325µm
_00106_,2.325µm
_00123_,2.325µm
_00160_,2.325µm
_00243_,2.325µm
_00260_,2.325µm
_00265_,2.325µm
_00404_,2.325µm
_00423_,2.325µm
_00428_,2.325µm
_00453_,2.325µm
_00480_,2.325µm
_00515_,2.325µm
_00528_,2.325µm
_00623_,2.325µm
_00650_,2.325µm
_00712_,2.325µm
_00727_,2.325µm
_00783_,2.325µm
_00834_,2.325µm
_00845_,2.325µm
_01033_,2.325µm
_01036_,2.325µm
_01154_,2.325µm
_01190_,2.325µm
_01273_,2.325µm
_01294_,2.325µm
_01339_,2.325µm
_01387_,2.325µm
_01454_,2.325µm
_01490_,2.325µm
_01613_,2.325µm
_01643_,2.325µm
_01685_,2.325µm
_01734_,2.325µm
_01864_,2.325µm
_01936_,2.325µm
_01940_,2.325µm
_02014_,2.325µm
_02074_,2.325µm
_02083_,2.325µm
_02105_,2.325µm
_02126_,2.325µm
_02131_,2.325µm
_02238_,2.325µm
_02315_,2.325µm
_02368_,2.325µm
_02509_,2.325µm
_02570_,2.325µm
_02629_,2.325µm
_02681_,2.325µm
_02753_,2.325µm
_02760_,2.325µm
_02781_,2.325µm
_02803_,2.325µm
_02841_,2.325µm
_02887_,2.325µm
_02989_,2.325µm
_03007_,2.325µm
_03111_,2.325µm
_03138_,2.325µm
_03155_,2.325µm
_03235_,2.325µm
_03241_,2.325µm
_03257_,2.325µm
_03310_,2.325µm
_03317_,2.325µm
_03321_,2.325µm
_03445_,2.325µm
_03463_,2.325µm
_03507_,2.325µm
_03542_,2.325µm
_03551_,2.325µm
_03606_,2.325µm
_03641_,2.325µm
_03699_,2.325µm
_03714_,2.325µm
_03740_,2.325µm
_03750_,2.325µm
_03792_,2.325µm
_03812_,2.325µm
_03813_,2.325µm
_03903_,2.325µm
_03969_,2.325µm
_04023_,2.325µm
_04075_,2.325µm
_05134_,2.3µm
_08353_,2.3µm
net2859,2.3µm
net2877,2.3µm
net2917,2.3µm
net2971,2.3µm
net2978,2.3µm
net2995,2.3µm
net3009,2.3µm
net3067,2.3µm
net3074,2.3µm
net3145,2.3µm
net3197,2.3µm
net3567,2.3µm
net3627,2.3µm
net3709,2.3µm
net3730,2.3µm
net3813,2.3µm
net3841,2.3µm
net3902,2.3µm
net3907,2.3µm
net4221,2.3µm
net4296,2.3µm
net4495,2.3µm
net4538,2.3µm
net4555,2.3µm
net4642,2.3µm
net4702,2.3µm
net4721,2.3µm
net4746,2.3µm
net4885,2.3µm
net4908,2.3µm
net4913,2.3µm
net4981,2.3µm
net5069,2.3µm
net5338,2.3µm
net5356,2.3µm
net5396,2.3µm
net5442,2.3µm
net5491,2.3µm
net5536,2.3µm
net5565,2.3µm
net5620,2.3µm
net5634,2.3µm
net5650,2.3µm
net5804,2.3µm
net5829,2.3µm
net6033,2.3µm
net6072,2.3µm
net6089,2.3µm
net6104,2.3µm
net6116,2.3µm
_04444_,2.28µm
_10508_,2.28µm
_09179_,2.275µm
net3744,2.27µm
net3765,2.26µm
_00393_,2.255µm
_00749_,2.255µm
_01499_,2.255µm
_01841_,2.255µm
_02161_,2.255µm
_02224_,2.255µm
_02228_,2.255µm
_02535_,2.255µm
_02613_,2.255µm
_02663_,2.255µm
_03122_,2.255µm
_03161_,2.255µm
_03339_,2.255µm
_03344_,2.255µm
_03630_,2.255µm
_01402_,2.205µm
_01436_,2.205µm
_01508_,2.205µm
_01837_,2.205µm
_01899_,2.205µm
_02223_,2.205µm
_02571_,2.205µm
_02720_,2.205µm
_02738_,2.205µm
_02913_,2.205µm
_02917_,2.205µm
_02921_,2.205µm
_02926_,2.205µm
_03121_,2.205µm
_03285_,2.205µm
_03499_,2.205µm
_03680_,2.205µm
_03702_,2.205µm
_03712_,2.205µm
_04059_,2.205µm
_01286_,2.2µm
_01477_,2.2µm
_01756_,2.2µm
_03726_,2.2µm
net4514,2.2µm
_02896_,2.18µm
_04341_,2.18µm
_04943_,2.18µm
_05296_,2.18µm
_05300_,2.18µm
_05302_,2.18µm
_05309_,2.18µm
_05325_,2.18µm
_05328_,2.18µm
_05333_,2.18µm
_05338_,2.18µm
_05372_,2.18µm
_05401_,2.18µm
_05420_,2.18µm
_05422_,2.18µm
_05426_,2.18µm
_05441_,2.18µm
_05444_,2.18µm
_05459_,2.18µm
_05460_,2.18µm
_05504_,2.18µm
_05511_,2.18µm
_05513_,2.18µm
_05524_,2.18µm
_05545_,2.18µm
_05551_,2.18µm
_05600_,2.18µm
_05629_,2.18µm
_05634_,2.18µm
_05636_,2.18µm
_05644_,2.18µm
_05673_,2.18µm
_05674_,2.18µm
_05681_,2.18µm
_05685_,2.18µm
_05686_,2.18µm
_05690_,2.18µm
_05733_,2.18µm
_05740_,2.18µm
_05754_,2.18µm
_05869_,2.18µm
_05895_,2.18µm
_05913_,2.18µm
_05973_,2.18µm
_05983_,2.18µm
_06016_,2.18µm
_06035_,2.18µm
_06041_,2.18µm
_06139_,2.18µm
_06143_,2.18µm
_06152_,2.18µm
_06162_,2.18µm
_06163_,2.18µm
_06171_,2.18µm
_06174_,2.18µm
_06179_,2.18µm
_06201_,2.18µm
_06203_,2.18µm
_06204_,2.18µm
_06205_,2.18µm
_06208_,2.18µm
_06311_,2.18µm
_06316_,2.18µm
_06349_,2.18µm
_06350_,2.18µm
_06356_,2.18µm
_06371_,2.18µm
_06380_,2.18µm
_06412_,2.18µm
_06416_,2.18µm
_06429_,2.18µm
_06439_,2.18µm
_06465_,2.18µm
_06475_,2.18µm
_06480_,2.18µm
_06481_,2.18µm
_06499_,2.18µm
_06566_,2.18µm
_06581_,2.18µm
_06596_,2.18µm
_06747_,2.18µm
_06754_,2.18µm
_06793_,2.18µm
_06807_,2.18µm
_06811_,2.18µm
_06814_,2.18µm
_06831_,2.18µm
_06845_,2.18µm
_06854_,2.18µm
_06870_,2.18µm
_06887_,2.18µm
_06893_,2.18µm
_06936_,2.18µm
_07117_,2.18µm
_07118_,2.18µm
_07128_,2.18µm
_07140_,2.18µm
_07194_,2.18µm
_07231_,2.18µm
_07271_,2.18µm
_07456_,2.18µm
_07538_,2.18µm
_07544_,2.18µm
_07546_,2.18µm
_07548_,2.18µm
_07557_,2.18µm
_07611_,2.18µm
_07619_,2.18µm
_07621_,2.18µm
_07628_,2.18µm
_07654_,2.18µm
_07668_,2.18µm
_07781_,2.18µm
_07785_,2.18µm
_07787_,2.18µm
_07815_,2.18µm
_07824_,2.18µm
_07827_,2.18µm
_07828_,2.18µm
_07855_,2.18µm
_07859_,2.18µm
_07862_,2.18µm
_07911_,2.18µm
_07963_,2.18µm
_07979_,2.18µm
_07981_,2.18µm
_07986_,2.18µm
_07991_,2.18µm
_07998_,2.18µm
_08003_,2.18µm
_08005_,2.18µm
_08027_,2.18µm
_08038_,2.18µm
_08041_,2.18µm
_08065_,2.18µm
_08074_,2.18µm
_08102_,2.18µm
_08122_,2.18µm
_08125_,2.18µm
_08141_,2.18µm
_08145_,2.18µm
_08156_,2.18µm
_08192_,2.18µm
_08196_,2.18µm
_08216_,2.18µm
_08224_,2.18µm
_08242_,2.18µm
_08245_,2.18µm
_08246_,2.18µm
_08250_,2.18µm
_08253_,2.18µm
_08295_,2.18µm
_08308_,2.18µm
_08365_,2.18µm
_08370_,2.18µm
_08376_,2.18µm
_08385_,2.18µm
_08394_,2.18µm
_08396_,2.18µm
_08410_,2.18µm
_08426_,2.18µm
_08431_,2.18µm
_08441_,2.18µm
_08454_,2.18µm
_08475_,2.18µm
_08476_,2.18µm
_08496_,2.18µm
_08512_,2.18µm
_08543_,2.18µm
_08560_,2.18µm
_08654_,2.18µm
_08702_,2.18µm
_08706_,2.18µm
_08712_,2.18µm
_08718_,2.18µm
_08725_,2.18µm
_08732_,2.18µm
_08746_,2.18µm
_08753_,2.18µm
_08761_,2.18µm
_08767_,2.18µm
_08804_,2.18µm
_08836_,2.18µm
_08837_,2.18µm
_08876_,2.18µm
_08877_,2.18µm
_08888_,2.18µm
_08892_,2.18µm
_08989_,2.18µm
_08993_,2.18µm
_09019_,2.18µm
_09027_,2.18µm
_09035_,2.18µm
_09055_,2.18µm
_09068_,2.18µm
_09074_,2.18µm
_09117_,2.18µm
_09127_,2.18µm
_09134_,2.18µm
_09138_,2.18µm
_09141_,2.18µm
_09155_,2.18µm
_09161_,2.18µm
_09175_,2.18µm
_09269_,2.18µm
_09290_,2.18µm
_09294_,2.18µm
_09346_,2.18µm
_09349_,2.18µm
_09363_,2.18µm
_09435_,2.18µm
_09439_,2.18µm
_09443_,2.18µm
_09447_,2.18µm
_09489_,2.18µm
_09492_,2.18µm
_09499_,2.18µm
_09521_,2.18µm
_09529_,2.18µm
_09540_,2.18µm
_09546_,2.18µm
_10509_,2.18µm
_11190_,2.18µm
net3343,2.18µm
net3448,2.18µm
net4916,2.18µm
net4985,2.18µm
net5003,2.18µm
net5161,2.18µm
net6010,2.18µm
_08551_,2.165µm
_04413_,2.16µm
_04832_,2.16µm
_04988_,2.16µm
_05026_,2.16µm
_05376_,2.16µm
_05430_,2.16µm
_05462_,2.16µm
_05652_,2.16µm
_05794_,2.16µm
_05853_,2.16µm
_05870_,2.16µm
_05891_,2.16µm
_05899_,2.16µm
_05947_,2.16µm
_06031_,2.16µm
_06036_,2.16µm
_06140_,2.16µm
_06159_,2.16µm
_06180_,2.16µm
_06262_,2.16µm
_06375_,2.16µm
_06432_,2.16µm
_06527_,2.16µm
_06528_,2.16µm
_06819_,2.16µm
_06885_,2.16µm
_07058_,2.16µm
_07120_,2.16µm
_07156_,2.16µm
_07558_,2.16µm
_07589_,2.16µm
_07608_,2.16µm
_07629_,2.16µm
_07808_,2.16µm
_07843_,2.16µm
_07890_,2.16µm
_08075_,2.16µm
_08078_,2.16µm
_08106_,2.16µm
_08119_,2.16µm
_08159_,2.16µm
_08309_,2.16µm
_08486_,2.16µm
_08490_,2.16µm
_08827_,2.16µm
_09059_,2.16µm
_09133_,2.16µm
_09188_,2.16µm
_09195_,2.16µm
_09471_,2.16µm
_09474_,2.16µm
_10912_,2.16µm
_11036_,2.16µm
_11045_,2.16µm
_11118_,2.16µm
mstate\[68\]\[20\],2.16µm
mstate\[81\]\[29\],2.16µm
mstate\[82\]\[19\],2.16µm
net100,2.16µm
net1124,2.16µm
net2881,2.16µm
net2936,2.16µm
net2999,2.16µm
net3120,2.16µm
net3261,2.16µm
net3599,2.16µm
net3610,2.16µm
net3611,2.16µm
net3623,2.16µm
net3642,2.16µm
net3643,2.16µm
net3732,2.16µm
net3819,2.16µm
net3835,2.16µm
net3945,2.16µm
net4054,2.16µm
net4128,2.16µm
net4134,2.16µm
net4424,2.16µm
net4494,2.16µm
net4501,2.16µm
net4510,2.16µm
net4536,2.16µm
net4704,2.16µm
net4718,2.16µm
net4785,2.16µm
net4812,2.16µm
net4857,2.16µm
net4865,2.16µm
net4945,2.16µm
net4950,2.16µm
net5281,2.16µm
net5313,2.16µm
net5316,2.16µm
net5843,2.16µm
net5924,2.16µm
net5954,2.16µm
net6023,2.16µm
net6039,2.16µm
net6052,2.16µm
net6057,2.16µm
net6077,2.16µm
net6078,2.16µm
_00055_,2.145µm
_00184_,2.145µm
_00439_,2.145µm
_00496_,2.145µm
_00517_,2.145µm
_00537_,2.145µm
_00546_,2.145µm
_00547_,2.145µm
_00600_,2.145µm
_00625_,2.145µm
_00637_,2.145µm
_00681_,2.145µm
_00704_,2.145µm
_00731_,2.145µm
_00762_,2.145µm
_00772_,2.145µm
_00777_,2.145µm
_00784_,2.145µm
_00792_,2.145µm
_00838_,2.145µm
_00841_,2.145µm
_00855_,2.145µm
_00872_,2.145µm
_00885_,2.145µm
_00890_,2.145µm
_00904_,2.145µm
_00919_,2.145µm
_00929_,2.145µm
_00948_,2.145µm
_01015_,2.145µm
_01019_,2.145µm
_01020_,2.145µm
_01139_,2.145µm
_01176_,2.145µm
_01245_,2.145µm
_01347_,2.145µm
_01369_,2.145µm
_01426_,2.145µm
_01540_,2.145µm
_01601_,2.145µm
_01623_,2.145µm
_01648_,2.145µm
_01755_,2.145µm
_01763_,2.145µm
_01982_,2.145µm
_01995_,2.145µm
_02011_,2.145µm
_02039_,2.145µm
_02042_,2.145µm
_02062_,2.145µm
_02082_,2.145µm
_02147_,2.145µm
_02177_,2.145µm
_02246_,2.145µm
_02339_,2.145µm
_02392_,2.145µm
_02447_,2.145µm
_02477_,2.145µm
_02508_,2.145µm
_02650_,2.145µm
_02717_,2.145µm
_02783_,2.145µm
_02875_,2.145µm
_02930_,2.145µm
_02932_,2.145µm
_03055_,2.145µm
_03069_,2.145µm
_03081_,2.145µm
_03139_,2.145µm
_03168_,2.145µm
_03214_,2.145µm
_03218_,2.145µm
_03265_,2.145µm
_03269_,2.145µm
_03332_,2.145µm
_03393_,2.145µm
_03394_,2.145µm
_03402_,2.145µm
_03660_,2.145µm
_03746_,2.145µm
_03755_,2.145µm
_04016_,2.145µm
_04062_,2.145µm
_04067_,2.145µm
_03259_,2.135µm
_00064_,2.125µm
_00222_,2.125µm
_00438_,2.125µm
_00572_,2.125µm
_00584_,2.125µm
_00605_,2.125µm
_00622_,2.125µm
_00735_,2.125µm
_00754_,2.125µm
_00755_,2.125µm
_00761_,2.125µm
_00766_,2.125µm
_00778_,2.125µm
_00785_,2.125µm
_00813_,2.125µm
_00825_,2.125µm
_00886_,2.125µm
_00899_,2.125µm
_00906_,2.125µm
_00907_,2.125µm
_01072_,2.125µm
_01100_,2.125µm
_01101_,2.125µm
_01107_,2.125µm
_01109_,2.125µm
_01278_,2.125µm
_01292_,2.125µm
_01305_,2.125µm
_01309_,2.125µm
_01331_,2.125µm
_01336_,2.125µm
_01343_,2.125µm
_01349_,2.125µm
_01357_,2.125µm
_01364_,2.125µm
_01372_,2.125µm
_01458_,2.125µm
_01572_,2.125µm
_01733_,2.125µm
_01738_,2.125µm
_01739_,2.125µm
_01812_,2.125µm
_01892_,2.125µm
_01961_,2.125µm
_01997_,2.125µm
_01998_,2.125µm
_02004_,2.125µm
_02046_,2.125µm
_02092_,2.125µm
_02130_,2.125µm
_02135_,2.125µm
_02165_,2.125µm
_02182_,2.125µm
_02194_,2.125µm
_02237_,2.125µm
_02241_,2.125µm
_02257_,2.125µm
_02293_,2.125µm
_02300_,2.125µm
_02388_,2.125µm
_02399_,2.125µm
_02463_,2.125µm
_02464_,2.125µm
_02529_,2.125µm
_02536_,2.125µm
_02538_,2.125µm
_02539_,2.125µm
_02557_,2.125µm
_02575_,2.125µm
_02856_,2.125µm
_02860_,2.125µm
_02863_,2.125µm
_03013_,2.125µm
_03098_,2.125µm
_03174_,2.125µm
_03183_,2.125µm
_03255_,2.125µm
_03260_,2.125µm
_03314_,2.125µm
_03428_,2.125µm
_03456_,2.125µm
_03462_,2.125µm
_03479_,2.125µm
_03501_,2.125µm
_03543_,2.125µm
_03595_,2.125µm
_03691_,2.125µm
_03857_,2.125µm
_03890_,2.125µm
_03925_,2.125µm
_03959_,2.125µm
_04050_,2.125µm
_04069_,2.125µm
_00075_,2.085µm
_00128_,2.085µm
_00154_,2.085µm
_00207_,2.085µm
_00242_,2.085µm
_00254_,2.085µm
_00313_,2.085µm
_00331_,2.085µm
_00359_,2.085µm
_00396_,2.085µm
_00531_,2.085µm
_00619_,2.085µm
_00860_,2.085µm
_00983_,2.085µm
_01017_,2.085µm
_01023_,2.085µm
_01024_,2.085µm
_01042_,2.085µm
_01180_,2.085µm
_01184_,2.085µm
_01203_,2.085µm
_01225_,2.085µm
_01269_,2.085µm
_01326_,2.085µm
_01371_,2.085µm
_01393_,2.085µm
_01412_,2.085µm
_01451_,2.085µm
_01460_,2.085µm
_01461_,2.085µm
_01473_,2.085µm
_01596_,2.085µm
_01680_,2.085µm
_01741_,2.085µm
_01803_,2.085µm
_01804_,2.085µm
_01834_,2.085µm
_01858_,2.085µm
_01860_,2.085µm
_01861_,2.085µm
_01894_,2.085µm
_01952_,2.085µm
_01970_,2.085µm
_02022_,2.085µm
_02081_,2.085µm
_02120_,2.085µm
_02175_,2.085µm
_02188_,2.085µm
_02195_,2.085µm
_02247_,2.085µm
_02252_,2.085µm
_02279_,2.085µm
_02351_,2.085µm
_02424_,2.085µm
_02530_,2.085µm
_02599_,2.085µm
_02632_,2.085µm
_02666_,2.085µm
_02670_,2.085µm
_02784_,2.085µm
_02816_,2.085µm
_02849_,2.085µm
_02901_,2.085µm
_02941_,2.085µm
_02943_,2.085µm
_02946_,2.085µm
_03026_,2.085µm
_03027_,2.085µm
_03043_,2.085µm
_03078_,2.085µm
_03083_,2.085µm
_03091_,2.085µm
_03117_,2.085µm
_03412_,2.085µm
_03434_,2.085µm
_03441_,2.085µm
_03497_,2.085µm
_03498_,2.085µm
_03530_,2.085µm
_03538_,2.085µm
_03563_,2.085µm
_03626_,2.085µm
_03652_,2.085µm
_03663_,2.085µm
_03676_,2.085µm
_03700_,2.085µm
_03717_,2.085µm
_03728_,2.085µm
_03762_,2.085µm
_03782_,2.085µm
_03783_,2.085µm
_03806_,2.085µm
_03811_,2.085µm
_03820_,2.085µm
_03835_,2.085µm
_03862_,2.085µm
_03934_,2.085µm
_03977_,2.085µm
_03994_,2.085µm
_03995_,2.085µm
_04066_,2.085µm
_00497_,2.08µm
_00726_,2.08µm
_00745_,2.08µm
_00947_,2.08µm
_00949_,2.08µm
_01026_,2.08µm
_01028_,2.08µm
_01386_,2.08µm
_01621_,2.08µm
_01667_,2.08µm
_01916_,2.08µm
_01954_,2.08µm
_02019_,2.08µm
_02036_,2.08µm
_02150_,2.08µm
_02218_,2.08µm
_02642_,2.08µm
_02742_,2.08µm
_03059_,2.08µm
_03295_,2.08µm
_03350_,2.08µm
_03399_,2.08µm
_03761_,2.08µm
_03780_,2.08µm
_03821_,2.08µm
_05403_,2.075µm
_05603_,2.075µm
_06398_,2.075µm
net4663,2.07µm
net5258,2.07µm
_04350_,2.06µm
_04909_,2.06µm
_05429_,2.06µm
_05614_,2.06µm
_05725_,2.06µm
_05793_,2.06µm
_05811_,2.06µm
_05816_,2.06µm
_05828_,2.06µm
_05841_,2.06µm
_06006_,2.06µm
_06049_,2.06µm
_06057_,2.06µm
_06058_,2.06µm
_06068_,2.06µm
_06072_,2.06µm
_06074_,2.06µm
_06077_,2.06µm
_06086_,2.06µm
_06097_,2.06µm
_06220_,2.06µm
_06223_,2.06µm
_06229_,2.06µm
_06246_,2.06µm
_06253_,2.06µm
_06259_,2.06µm
_06269_,2.06µm
_06280_,2.06µm
_06282_,2.06µm
_06291_,2.06µm
_06294_,2.06µm
_06605_,2.06µm
_06606_,2.06µm
_06607_,2.06µm
_06608_,2.06µm
_06609_,2.06µm
_06618_,2.06µm
_06619_,2.06µm
_06628_,2.06µm
_06630_,2.06µm
_06631_,2.06µm
_06644_,2.06µm
_06647_,2.06µm
_06657_,2.06µm
_06661_,2.06µm
_06665_,2.06µm
_06673_,2.06µm
_06684_,2.06µm
_06688_,2.06µm
_06696_,2.06µm
_06704_,2.06µm
_06709_,2.06µm
_06778_,2.06µm
_06820_,2.06µm
_06981_,2.06µm
_07007_,2.06µm
_07022_,2.06µm
_07023_,2.06µm
_07090_,2.06µm
_07092_,2.06µm
_07100_,2.06µm
_07133_,2.06µm
_07258_,2.06µm
_07349_,2.06µm
_07355_,2.06µm
_07362_,2.06µm
_07363_,2.06µm
_07373_,2.06µm
_07378_,2.06µm
_07386_,2.06µm
_07395_,2.06µm
_07411_,2.06µm
_07424_,2.06µm
_07475_,2.06µm
_07476_,2.06µm
_07480_,2.06µm
_07487_,2.06µm
_07492_,2.06µm
_07501_,2.06µm
_07515_,2.06µm
_07521_,2.06µm
_07524_,2.06µm
_07931_,2.06µm
_07940_,2.06µm
_07964_,2.06µm
_08264_,2.06µm
_08307_,2.06µm
_08511_,2.06µm
_08536_,2.06µm
_08568_,2.06µm
_08586_,2.06µm
_08607_,2.06µm
_08610_,2.06µm
_08617_,2.06µm
_08628_,2.06µm
_08630_,2.06µm
_08670_,2.06µm
_08671_,2.06µm
_08678_,2.06µm
_08690_,2.06µm
_08691_,2.06µm
_08692_,2.06µm
_08695_,2.06µm
_08765_,2.06µm
_08773_,2.06µm
_08846_,2.06µm
_08874_,2.06µm
_08909_,2.06µm
_08930_,2.06µm
_08960_,2.06µm
_09205_,2.06µm
_09243_,2.06µm
_09340_,2.06µm
_09503_,2.06µm
_09736_,2.06µm
_09870_,2.06µm
_09914_,2.06µm
_09918_,2.06µm
_10323_,2.06µm
_10967_,2.06µm
_10998_,2.06µm
net6047,2.06µm
_04203_,2.04µm
_04212_,2.04µm
_04214_,2.04µm
_04902_,2.04µm
_04913_,2.04µm
_05275_,2.04µm
_05321_,2.04µm
_06044_,2.04µm
_06157_,2.04µm
_06425_,2.04µm
_06599_,2.04µm
_06703_,2.04µm
_06935_,2.04µm
_07042_,2.04µm
_07142_,2.04µm
_07269_,2.04µm
_07585_,2.04µm
_07873_,2.04µm
_07882_,2.04µm
_07917_,2.04µm
_08425_,2.04µm
_09128_,2.04µm
_09554_,2.04µm
_10565_,2.04µm
_10843_,2.04µm
_11049_,2.04µm
net90,2.04µm
net1119,2.04µm
net3000,2.04µm
net3019,2.04µm
net3177,2.04µm
net3238,2.04µm
net3327,2.04µm
net3585,2.04µm
net3616,2.04µm
net3728,2.04µm
net3828,2.04µm
net4406,2.04µm
net4687,2.04µm
net4693,2.04µm
net4854,2.04µm
net4910,2.04µm
net5010,2.04µm
net5016,2.04µm
net5084,2.04µm
net6055,2.04µm
_00718_,2.035µm
_00790_,2.035µm
_00950_,2.035µm
_01722_,2.035µm
_01729_,2.035µm
_02149_,2.035µm
_02553_,2.035µm
_05904_,2.03µm
_00383_,2.025µm
_00405_,2.025µm
_00541_,2.025µm
_01375_,2.025µm
_01973_,2.025µm
_02155_,2.025µm
_02537_,2.025µm
_02999_,2.025µm
_03237_,2.025µm
_03416_,2.025µm
_03744_,2.025µm
_03875_,2.025µm
_03878_,2.025µm
_04055_,2.025µm
_06660_,2.01µm
_06423_,1.94µm
_09523_,1.94µm
_11056_,1.94µm
_02703_,1.92µm
_02072_,1.915µm
_02821_,1.915µm
